pruid,prename,prfname,week_end,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,V12,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Pfizer-BioNTech Comirnaty,3820,1936,1884,2.32,1.18,1.15,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Moderna Spikevax,895,895,0,0.09,0.09,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Pfizer-BioNTech Comirnaty,7393,4685,2708,0.75,0.47,0.27,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-23,Moderna Spikevax,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-23,Not reported,11516,8675,2841,1.46,1.10,0.36,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-23,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
24,Quebec,Québec,2021-01-23,Moderna Spikevax,55702,55702,,0.65,0.65,"",,,,,
24,Quebec,Québec,2021-01-23,Not reported,0,0,,0.00,0.00,"",,,,,
24,Quebec,Québec,2021-01-23,Pfizer-BioNTech Comirnaty,163125,163125,,1.90,1.90,"",,,,,
24,Quebec,Québec,2021-01-23,Unknown,0,0,,0.00,0.00,"",,,,,
35,Ontario,Ontario,2021-01-23,Moderna Spikevax,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-01-23,Not reported,249132,217691,31441,1.68,1.47,0.21,,,,,
35,Ontario,Ontario,2021-01-23,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-01-23,Moderna Spikevax,5504,5504,0,0.40,0.40,0.00,,,,,
46,Manitoba,Manitoba,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-01-23,Pfizer-BioNTech Comirnaty,20335,16939,3396,1.47,1.22,0.25,,,,,
46,Manitoba,Manitoba,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-01-23,Moderna Spikevax,7030,7030,0,0.60,0.60,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-01-23,Pfizer-BioNTech Comirnaty,16633,14175,2458,1.41,1.20,0.21,,,,,
47,Saskatchewan,Saskatchewan,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-01-23,Moderna Spikevax,21457,20801,656,0.48,0.47,0.01,,,,,
48,Alberta,Alberta,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-01-23,Pfizer-BioNTech Comirnaty,68100,59287,8813,1.53,1.33,0.20,,,,,
48,Alberta,Alberta,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-01-23,Moderna Spikevax,32711,32575,136,0.63,0.62,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-01-23,Pfizer-BioNTech Comirnaty,85434,82210,3224,1.64,1.58,0.06,,,,,
59,British Columbia,Colombie-Britannique,2021-01-23,Unknown,7,7,0,<0.01,<0.01,0.00,,,,,
60,Yukon,Yukon,2021-01-23,Moderna Spikevax,3950,3950,0,9.20,9.20,0.00,,,,,
60,Yukon,Yukon,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-01-23,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-23,Moderna Spikevax,9471,9471,0,21.79,21.79,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-23,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-01-23,Moderna Spikevax,4448,4448,0,11.29,11.29,0.00,,,,,
62,Nunavut,Nunavut,2021-01-23,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-01-23,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-01-23,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-01-30,Moderna Spikevax,169519,163278,6241,0.44,0.43,0.02,,,,,
1,Canada,Canada,2021-01-30,Not reported,283586,210272,73314,0.74,0.55,0.19,,,,,
1,Canada,Canada,2021-01-30,Pfizer-BioNTech Comirnaty,406114,372020,34094,1.06,0.97,0.09,,,,,
1,Canada,Canada,2021-01-30,Unknown,23,23,0,<0.01,<0.01,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-30,Moderna Spikevax,2560,2560,0,0.49,0.49,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-30,Pfizer-BioNTech Comirnaty,5793,3031,2762,1.11,0.58,0.53,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-30,Moderna Spikevax,1439,1439,0,0.88,0.88,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-30,Pfizer-BioNTech Comirnaty,3840,1275,2565,2.34,0.78,1.56,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-30,Moderna Spikevax,1812,1811,1,0.18,0.18,<0.01,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-30,Pfizer-BioNTech Comirnaty,10278,7550,2728,1.04,0.76,0.27,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-30,Moderna Spikevax,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-30,Not reported,12791,8326,4465,1.62,1.05,0.57,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-30,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
24,Quebec,Québec,2021-01-30,Moderna Spikevax,61554,61554,,0.72,0.72,"",,,,,
24,Quebec,Québec,2021-01-30,Not reported,0,0,,0.00,0.00,"",,,,,
24,Quebec,Québec,2021-01-30,Pfizer-BioNTech Comirnaty,177916,177916,,2.07,2.07,"",,,,,
24,Quebec,Québec,2021-01-30,Unknown,15,15,,<0.01,<0.01,"",,,,,
35,Ontario,Ontario,2021-01-30,Moderna Spikevax,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-01-30,Not reported,270795,201946,68849,1.83,1.36,0.46,,,,,
35,Ontario,Ontario,2021-01-30,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-01-30,Moderna Spikevax,8383,8383,0,0.61,0.61,0.00,,,,,
46,Manitoba,Manitoba,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-01-30,Pfizer-BioNTech Comirnaty,24058,15555,8503,1.74,1.12,0.61,,,,,
46,Manitoba,Manitoba,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-01-30,Moderna Spikevax,8630,8630,0,0.73,0.73,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-01-30,Pfizer-BioNTech Comirnaty,18585,15513,3072,1.58,1.31,0.26,,,,,
47,Saskatchewan,Saskatchewan,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-01-30,Moderna Spikevax,22066,16240,5826,0.50,0.37,0.13,,,,,
48,Alberta,Alberta,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-01-30,Pfizer-BioNTech Comirnaty,68171,58003,10168,1.53,1.31,0.23,,,,,
48,Alberta,Alberta,2021-01-30,Unknown,1,1,0,<0.01,<0.01,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-01-30,Moderna Spikevax,38023,37727,296,0.73,0.72,0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-01-30,Pfizer-BioNTech Comirnaty,97473,93177,4296,1.87,1.79,0.08,,,,,
59,British Columbia,Colombie-Britannique,2021-01-30,Unknown,7,7,0,<0.01,<0.01,0.00,,,,,
60,Yukon,Yukon,2021-01-30,Moderna Spikevax,7355,7355,0,17.13,17.13,0.00,,,,,
60,Yukon,Yukon,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-01-30,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-30,Moderna Spikevax,12233,12115,118,28.14,27.87,0.27,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-30,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-01-30,Moderna Spikevax,5464,5464,0,13.87,13.87,0.00,,,,,
62,Nunavut,Nunavut,2021-01-30,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-01-30,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-01-30,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-02-06,Moderna Spikevax,183836,172183,11653,0.48,0.45,0.03,,,,,
1,Canada,Canada,2021-02-06,Not reported,277440,175696,101744,0.73,0.46,0.27,,,,,
1,Canada,Canada,2021-02-06,Pfizer-BioNTech Comirnaty,439998,379616,60382,1.15,0.99,0.16,,,,,
1,Canada,Canada,2021-02-06,Unknown,131,131,0,<0.01,<0.01,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-06,Moderna Spikevax,2855,2855,0,0.55,0.55,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-06,Pfizer-BioNTech Comirnaty,6035,1967,4068,1.16,0.38,0.78,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-06,Moderna Spikevax,1446,1110,336,0.88,0.68,0.20,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-06,Pfizer-BioNTech Comirnaty,3856,679,3177,2.35,0.41,1.93,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-06,Moderna Spikevax,2022,2021,1,0.20,0.20,<0.01,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-06,Pfizer-BioNTech Comirnaty,10741,5609,5132,1.08,0.57,0.52,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-06,Unknown,86,86,0,0.01,0.01,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-06,Moderna Spikevax,3344,2414,930,0.42,0.31,0.12,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-06,Pfizer-BioNTech Comirnaty,9889,5406,4483,1.25,0.68,0.57,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-06,Unknown,17,17,0,<0.01,<0.01,0.00,,,,,
24,Quebec,Québec,2021-02-06,Moderna Spikevax,63998,63998,,0.74,0.74,"",,,,,
24,Quebec,Québec,2021-02-06,Not reported,0,0,,0.00,0.00,"",,,,,
24,Quebec,Québec,2021-02-06,Pfizer-BioNTech Comirnaty,193482,193482,,2.25,2.25,"",,,,,
24,Quebec,Québec,2021-02-06,Unknown,21,21,,<0.01,<0.01,"",,,,,
35,Ontario,Ontario,2021-02-06,Moderna Spikevax,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-02-06,Not reported,277440,175696,101744,1.87,1.19,0.69,,,,,
35,Ontario,Ontario,2021-02-06,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-02-06,Moderna Spikevax,9414,9414,0,0.68,0.68,0.00,,,,,
46,Manitoba,Manitoba,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-02-06,Pfizer-BioNTech Comirnaty,24227,10584,13643,1.75,0.76,0.99,,,,,
46,Manitoba,Manitoba,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-02-06,Moderna Spikevax,9771,9685,86,0.83,0.82,0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-02-06,Pfizer-BioNTech Comirnaty,19976,14668,5308,1.69,1.24,0.45,,,,,
47,Saskatchewan,Saskatchewan,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-02-06,Moderna Spikevax,22404,13496,8908,0.50,0.30,0.20,,,,,
48,Alberta,Alberta,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-02-06,Pfizer-BioNTech Comirnaty,68264,55493,12771,1.54,1.25,0.29,,,,,
48,Alberta,Alberta,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-02-06,Moderna Spikevax,39467,39139,328,0.76,0.75,0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-02-06,Pfizer-BioNTech Comirnaty,103528,91728,11800,1.99,1.76,0.23,,,,,
59,British Columbia,Colombie-Britannique,2021-02-06,Unknown,7,7,0,<0.01,<0.01,0.00,,,,,
60,Yukon,Yukon,2021-02-06,Moderna Spikevax,10447,9968,479,24.33,23.21,1.12,,,,,
60,Yukon,Yukon,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-02-06,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-06,Moderna Spikevax,12830,12531,299,29.51,28.82,0.69,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-06,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-02-06,Moderna Spikevax,5838,5552,286,14.82,14.09,0.73,,,,,
62,Nunavut,Nunavut,2021-02-06,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-02-06,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-02-06,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-02-13,Moderna Spikevax,210528,183614,26914,0.55,0.48,0.07,,,,,
1,Canada,Canada,2021-02-13,Not reported,292983,118340,174643,0.77,0.31,0.46,,,,,
1,Canada,Canada,2021-02-13,Pfizer-BioNTech Comirnaty,469333,363521,105812,1.23,0.95,0.28,,,,,
1,Canada,Canada,2021-02-13,Unknown,224,224,0,<0.01,<0.01,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-13,Moderna Spikevax,2782,2709,73,0.53,0.52,0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-13,Pfizer-BioNTech Comirnaty,7010,1634,5376,1.35,0.31,1.03,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-13,Moderna Spikevax,1476,360,1116,0.90,0.22,0.68,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-13,Pfizer-BioNTech Comirnaty,4214,437,3777,2.56,0.27,2.30,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-13,Moderna Spikevax,2655,1947,708,0.27,0.20,0.07,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-13,Pfizer-BioNTech Comirnaty,11901,4570,7331,1.20,0.46,0.74,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-13,Unknown,171,171,0,0.02,0.02,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-13,Moderna Spikevax,3614,2670,944,0.46,0.34,0.12,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-13,Pfizer-BioNTech Comirnaty,10017,3463,6554,1.27,0.44,0.83,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-13,Unknown,15,15,0,<0.01,<0.01,0.00,,,,,
24,Quebec,Québec,2021-02-13,Moderna Spikevax,81963,81963,,0.95,0.95,"",,,,,
24,Quebec,Québec,2021-02-13,Not reported,0,0,,0.00,0.00,"",,,,,
24,Quebec,Québec,2021-02-13,Pfizer-BioNTech Comirnaty,211740,211740,,2.46,2.46,"",,,,,
24,Quebec,Québec,2021-02-13,Unknown,31,31,,<0.01,<0.01,"",,,,,
35,Ontario,Ontario,2021-02-13,Moderna Spikevax,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-02-13,Not reported,292983,118340,174643,1.98,0.80,1.18,,,,,
35,Ontario,Ontario,2021-02-13,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-02-13,Moderna Spikevax,10539,10127,412,0.76,0.73,0.03,,,,,
46,Manitoba,Manitoba,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-02-13,Pfizer-BioNTech Comirnaty,24309,4315,19994,1.76,0.31,1.44,,,,,
46,Manitoba,Manitoba,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-02-13,Moderna Spikevax,11065,9177,1888,0.94,0.78,0.16,,,,,
47,Saskatchewan,Saskatchewan,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-02-13,Pfizer-BioNTech Comirnaty,21802,14145,7657,1.85,1.20,0.65,,,,,
47,Saskatchewan,Saskatchewan,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-02-13,Moderna Spikevax,24087,8619,15468,0.54,0.19,0.35,,,,,
48,Alberta,Alberta,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-02-13,Pfizer-BioNTech Comirnaty,70909,35695,35214,1.60,0.80,0.79,,,,,
48,Alberta,Alberta,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Moderna Spikevax,41752,39027,2725,0.80,0.75,0.05,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Pfizer-BioNTech Comirnaty,107431,87522,19909,2.06,1.68,0.38,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Unknown,7,7,0,<0.01,<0.01,0.00,,,,,
60,Yukon,Yukon,2021-02-13,Moderna Spikevax,10524,9657,867,24.51,22.49,2.02,,,,,
60,Yukon,Yukon,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-02-13,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Moderna Spikevax,13575,12996,579,31.23,29.89,1.33,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-02-13,Moderna Spikevax,6496,4362,2134,16.49,11.07,5.42,,,,,
62,Nunavut,Nunavut,2021-02-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-02-13,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-02-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-02-20,Moderna Spikevax,303133,211604,91529,0.79,0.55,0.24,,,,,
1,Canada,Canada,2021-02-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-02-20,Pfizer-BioNTech Comirnaty,783214,439477,343737,2.05,1.15,0.90,,,,,
1,Canada,Canada,2021-02-20,Unknown,240,239,1,<0.01,<0.01,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Moderna Spikevax,3147,2435,712,0.60,0.47,0.14,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Pfizer-BioNTech Comirnaty,7289,1889,5400,1.40,0.36,1.04,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Moderna Spikevax,1484,112,1372,0.90,0.07,0.83,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Pfizer-BioNTech Comirnaty,4966,1182,3784,3.02,0.72,2.30,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Moderna Spikevax,2655,1947,708,0.27,0.20,0.07,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Pfizer-BioNTech Comirnaty,12089,4572,7517,1.22,0.46,0.76,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Unknown,171,171,0,0.02,0.02,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Moderna Spikevax,4115,2345,1770,0.52,0.30,0.22,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Pfizer-BioNTech Comirnaty,11131,1874,9257,1.41,0.24,1.17,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Unknown,15,15,0,<0.01,<0.01,0.00,,,,,
24,Quebec,Québec,2021-02-20,Moderna Spikevax,90237,90237,,1.05,1.05,"",,,,,
24,Quebec,Québec,2021-02-20,Not reported,0,0,,0.00,0.00,"",,,,,
24,Quebec,Québec,2021-02-20,Pfizer-BioNTech Comirnaty,255697,255697,,2.97,2.97,"",,,,,
24,Quebec,Québec,2021-02-20,Unknown,45,45,,<0.01,<0.01,"",,,,,
35,Ontario,Ontario,2021-02-20,Moderna Spikevax,79138,33425,45713,0.53,0.23,0.31,,,,,
