date,HR,cases,province
2020-03-07,Fraser North,0,British Columbia
2020-03-07,Fraser South,0,British Columbia
2020-03-07,East Kootenay,0,British Columbia
2020-03-07,Kootenay Boundary,0,British Columbia
2020-03-07,Okanagan,0,British Columbia
2020-03-07,Thompson Cariboo Shuswap,0,British Columbia
2020-03-07,Northeast,0,British Columbia
2020-03-07,Northern Interior,0,British Columbia
2020-03-07,Northwest,0,British Columbia
2020-03-07,North Shore/Coast Garibaldi,0,British Columbia
2020-03-07,Richmond,0,British Columbia
2020-03-07,Vancouver,1,British Columbia
2020-03-07,Central Vancouver Island,0,British Columbia
2020-03-07,North Vancouver Island,0,British Columbia
2020-03-07,South Vancouver Island,0,British Columbia
2020-03-08,Fraser East,0,British Columbia
2020-03-08,Fraser North,1,British Columbia
2020-03-08,Fraser South,2,British Columbia
2020-03-08,East Kootenay,0,British Columbia
2020-03-08,Kootenay Boundary,0,British Columbia
2020-03-08,Okanagan,0,British Columbia
2020-03-08,Thompson Cariboo Shuswap,0,British Columbia
2020-03-08,Northeast,0,British Columbia
2020-03-08,Northern Interior,0,British Columbia
2020-03-08,Northwest,1,British Columbia
2020-03-08,North Shore/Coast Garibaldi,0,British Columbia
2020-03-08,Richmond,0,British Columbia
2020-03-08,Vancouver,0,British Columbia
2020-03-08,Central Vancouver Island,0,British Columbia
2020-03-08,North Vancouver Island,0,British Columbia
2020-03-08,South Vancouver Island,0,British Columbia
2020-03-09,Fraser East,0,British Columbia
2020-03-09,Fraser North,0,British Columbia
2020-03-09,Fraser South,0,British Columbia
2020-03-09,East Kootenay,0,British Columbia
2020-03-09,Kootenay Boundary,0,British Columbia
2020-03-09,Okanagan,0,British Columbia
2020-03-09,Thompson Cariboo Shuswap,0,British Columbia
2020-03-09,Northeast,0,British Columbia
2020-03-09,Northern Interior,0,British Columbia
2020-03-09,Northwest,1,British Columbia
2020-03-09,North Shore/Coast Garibaldi,2,British Columbia
2020-03-09,Richmond,0,British Columbia
2020-03-09,Vancouver,0,British Columbia
2020-03-09,Central Vancouver Island,0,British Columbia
2020-03-09,North Vancouver Island,0,British Columbia
2020-03-09,South Vancouver Island,0,British Columbia
2020-03-10,Fraser East,0,British Columbia
2020-03-10,Fraser North,1,British Columbia
2020-03-10,Fraser South,4,British Columbia
2020-03-10,East Kootenay,0,British Columbia
2020-03-10,Kootenay Boundary,0,British Columbia
2020-03-10,Okanagan,0,British Columbia
2020-03-10,Thompson Cariboo Shuswap,0,British Columbia
2020-03-10,Northeast,0,British Columbia
2020-03-10,Northern Interior,0,British Columbia
2020-03-10,Northwest,0,British Columbia
2020-03-10,North Shore/Coast Garibaldi,1,British Columbia
2020-03-10,Richmond,0,British Columbia
2020-03-10,Vancouver,3,British Columbia
2020-03-10,Central Vancouver Island,0,British Columbia
2020-03-10,North Vancouver Island,0,British Columbia
2020-03-10,South Vancouver Island,1,British Columbia
2020-03-11,Fraser East,0,British Columbia
2020-03-11,Fraser North,3,British Columbia
2020-03-11,Fraser South,0,British Columbia
2020-03-11,East Kootenay,0,British Columbia
2020-03-11,Kootenay Boundary,0,British Columbia
2020-03-11,Okanagan,0,British Columbia
2020-03-11,Thompson Cariboo Shuswap,0,British Columbia
2020-03-11,Northeast,0,British Columbia
2020-03-11,Northern Interior,0,British Columbia
2020-03-11,Northwest,0,British Columbia
2020-03-11,North Shore/Coast Garibaldi,9,British Columbia
2020-03-11,Richmond,0,British Columbia
2020-03-11,Vancouver,4,British Columbia
2020-03-11,Central Vancouver Island,0,British Columbia
2020-03-11,North Vancouver Island,0,British Columbia
2020-03-11,South Vancouver Island,0,British Columbia
2020-03-12,Fraser East,0,British Columbia
2020-03-12,Fraser North,0,British Columbia
2020-03-12,Fraser South,0,British Columbia
2020-03-12,East Kootenay,0,British Columbia
2020-03-12,Kootenay Boundary,0,British Columbia
2020-03-12,Okanagan,0,British Columbia
2020-03-12,Thompson Cariboo Shuswap,0,British Columbia
2020-03-12,Northeast,0,British Columbia
2020-03-12,Northern Interior,0,British Columbia
2020-03-12,Northwest,0,British Columbia
2020-03-12,North Shore/Coast Garibaldi,5,British Columbia
2020-03-12,Richmond,1,British Columbia
2020-03-12,Vancouver,2,British Columbia
2020-03-12,Central Vancouver Island,0,British Columbia
2020-03-12,North Vancouver Island,0,British Columbia
2020-03-12,South Vancouver Island,0,British Columbia
2020-03-13,Fraser East,0,British Columbia
2020-03-13,Fraser North,0,British Columbia
2020-03-13,Fraser South,1,British Columbia
2020-03-13,East Kootenay,0,British Columbia
2020-03-13,Kootenay Boundary,0,British Columbia
2020-03-13,Okanagan,0,British Columbia
2020-03-13,Thompson Cariboo Shuswap,0,British Columbia
2020-03-13,Northeast,0,British Columbia
2020-03-13,Northern Interior,0,British Columbia
2020-03-13,Northwest,0,British Columbia
2020-03-13,North Shore/Coast Garibaldi,11,British Columbia
2020-03-13,Richmond,0,British Columbia
2020-03-13,Vancouver,3,British Columbia
2020-03-13,Central Vancouver Island,0,British Columbia
2020-03-13,North Vancouver Island,1,British Columbia
2020-03-13,South Vancouver Island,0,British Columbia
2020-03-14,Fraser East,0,British Columbia
2020-03-14,Fraser North,1,British Columbia
2020-03-14,Fraser South,5,British Columbia
2020-03-14,East Kootenay,0,British Columbia
2020-03-14,Kootenay Boundary,0,British Columbia
2020-03-14,Okanagan,0,British Columbia
2020-03-14,Thompson Cariboo Shuswap,0,British Columbia
2020-03-14,Northeast,0,British Columbia
2020-03-14,Northern Interior,1,British Columbia
2020-03-14,Northwest,0,British Columbia
2020-03-14,North Shore/Coast Garibaldi,9,British Columbia
2020-03-14,Richmond,1,British Columbia
2020-03-14,Vancouver,8,British Columbia
2020-03-14,Central Vancouver Island,0,British Columbia
2020-03-14,North Vancouver Island,2,British Columbia
2020-03-14,South Vancouver Island,1,British Columbia
2020-03-15,Fraser East,0,British Columbia
2020-03-15,Fraser North,6,British Columbia
2020-03-15,Fraser South,4,British Columbia
2020-03-15,East Kootenay,0,British Columbia
2020-03-15,Kootenay Boundary,0,British Columbia
2020-03-15,Okanagan,2,British Columbia
2020-03-15,Thompson Cariboo Shuswap,0,British Columbia
2020-03-15,Northeast,0,British Columbia
2020-03-15,Northern Interior,0,British Columbia
2020-03-15,Northwest,0,British Columbia
2020-03-15,North Shore/Coast Garibaldi,7,British Columbia
2020-03-15,Richmond,3,British Columbia
2020-03-15,Vancouver,4,British Columbia
2020-03-15,Central Vancouver Island,1,British Columbia
2020-03-15,North Vancouver Island,1,British Columbia
2020-03-15,South Vancouver Island,1,British Columbia
2020-03-16,Fraser East,2,British Columbia
2020-03-16,Fraser North,3,British Columbia
2020-03-16,Fraser South,7,British Columbia
2020-03-16,East Kootenay,0,British Columbia
2020-03-16,Kootenay Boundary,0,British Columbia
2020-03-16,Okanagan,2,British Columbia
2020-03-16,Thompson Cariboo Shuswap,0,British Columbia
2020-03-16,Northeast,0,British Columbia
2020-03-16,Northern Interior,0,British Columbia
2020-03-16,Northwest,1,British Columbia
2020-03-16,North Shore/Coast Garibaldi,15,British Columbia
2020-03-16,Richmond,0,British Columbia
2020-03-16,Vancouver,11,British Columbia
2020-03-16,Central Vancouver Island,0,British Columbia
2020-03-16,North Vancouver Island,1,British Columbia
2020-03-16,South Vancouver Island,4,British Columbia
2020-03-17,Fraser East,1,British Columbia
2020-03-17,Fraser North,16,British Columbia
2020-03-17,Fraser South,7,British Columbia
2020-03-17,East Kootenay,0,British Columbia
2020-03-17,Kootenay Boundary,0,British Columbia
2020-03-17,Okanagan,0,British Columbia
2020-03-17,Thompson Cariboo Shuswap,0,British Columbia
2020-03-17,Northeast,0,British Columbia
2020-03-17,Northern Interior,0,British Columbia
2020-03-17,Northwest,0,British Columbia
2020-03-17,North Shore/Coast Garibaldi,14,British Columbia
2020-03-17,Richmond,1,British Columbia
2020-03-17,Vancouver,9,British Columbia
2020-03-17,Central Vancouver Island,0,British Columbia
2020-03-17,North Vancouver Island,2,British Columbia
2020-03-17,South Vancouver Island,0,British Columbia
2020-03-18,Fraser East,0,British Columbia
2020-03-18,Fraser North,5,British Columbia
2020-03-18,Fraser South,8,British Columbia
2020-03-18,East Kootenay,0,British Columbia
2020-03-18,Kootenay Boundary,0,British Columbia
2020-03-18,Okanagan,1,British Columbia
2020-03-18,Thompson Cariboo Shuswap,0,British Columbia
2020-03-18,Northeast,0,British Columbia
2020-03-18,Northern Interior,0,British Columbia
2020-03-18,Northwest,0,British Columbia
2020-03-18,North Shore/Coast Garibaldi,8,British Columbia
2020-03-18,Richmond,4,British Columbia
2020-03-18,Vancouver,15,British Columbia
2020-03-18,Central Vancouver Island,1,British Columbia
2020-03-18,North Vancouver Island,3,British Columbia
2020-03-18,South Vancouver Island,3,British Columbia
2020-03-19,Fraser East,0,British Columbia
2020-03-19,Fraser North,9,British Columbia
2020-03-19,Fraser South,5,British Columbia
2020-03-19,East Kootenay,1,British Columbia
2020-03-19,Kootenay Boundary,0,British Columbia
2020-03-19,Okanagan,2,British Columbia
2020-03-19,Thompson Cariboo Shuswap,2,British Columbia
2020-03-19,Northeast,0,British Columbia
2020-03-19,Northern Interior,0,British Columbia
2020-03-19,Northwest,0,British Columbia
2020-03-19,North Shore/Coast Garibaldi,8,British Columbia
2020-03-19,Richmond,2,British Columbia
2020-03-19,Vancouver,19,British Columbia
2020-03-19,Central Vancouver Island,2,British Columbia
2020-03-19,North Vancouver Island,2,British Columbia
2020-03-19,South Vancouver Island,4,British Columbia
2020-03-20,Fraser East,1,British Columbia
2020-03-20,Fraser North,13,British Columbia
2020-03-20,Fraser South,9,British Columbia
2020-03-20,East Kootenay,1,British Columbia
2020-03-20,Kootenay Boundary,2,British Columbia
2020-03-20,Okanagan,1,British Columbia
2020-03-20,Thompson Cariboo Shuswap,2,British Columbia
2020-03-20,Northeast,0,British Columbia
2020-03-20,Northern Interior,0,British Columbia
2020-03-20,Northwest,0,British Columbia
2020-03-20,North Shore/Coast Garibaldi,5,British Columbia
2020-03-20,Richmond,3,British Columbia
2020-03-20,Vancouver,21,British Columbia
2020-03-20,Central Vancouver Island,1,British Columbia
2020-03-20,North Vancouver Island,1,British Columbia
2020-03-20,South Vancouver Island,3,British Columbia
2020-03-21,Fraser East,0,British Columbia
2020-03-21,Fraser North,13,British Columbia
2020-03-21,Fraser South,20,British Columbia
2020-03-21,East Kootenay,1,British Columbia
2020-03-21,Kootenay Boundary,0,British Columbia
2020-03-21,Okanagan,2,British Columbia
2020-03-21,Thompson Cariboo Shuswap,0,British Columbia
2020-03-21,Northeast,0,British Columbia
2020-03-21,Northern Interior,1,British Columbia
2020-03-21,Northwest,0,British Columbia
2020-03-21,North Shore/Coast Garibaldi,6,British Columbia
2020-03-21,Richmond,3,British Columbia
2020-03-21,Vancouver,25,British Columbia
2020-03-21,Central Vancouver Island,1,British Columbia
2020-03-21,North Vancouver Island,0,British Columbia
2020-03-21,South Vancouver Island,1,British Columbia
2020-03-22,Fraser East,1,British Columbia
2020-03-22,Fraser North,6,British Columbia
2020-03-22,Fraser South,10,British Columbia
2020-03-22,East Kootenay,1,British Columbia
2020-03-22,Kootenay Boundary,0,British Columbia
2020-03-22,Okanagan,4,British Columbia
2020-03-22,Thompson Cariboo Shuswap,4,British Columbia
2020-03-22,Northeast,0,British Columbia
2020-03-22,Northern Interior,0,British Columbia
2020-03-22,Northwest,0,British Columbia
2020-03-22,North Shore/Coast Garibaldi,3,British Columbia
2020-03-22,Richmond,1,British Columbia
2020-03-22,Vancouver,17,British Columbia
2020-03-22,Central Vancouver Island,1,British Columbia
2020-03-22,North Vancouver Island,0,British Columbia
2020-03-22,South Vancouver Island,4,British Columbia
2020-03-23,Fraser East,0,British Columbia
2020-03-23,Fraser North,10,British Columbia
2020-03-23,Fraser South,12,British Columbia
2020-03-23,East Kootenay,1,British Columbia
2020-03-23,Kootenay Boundary,0,British Columbia
2020-03-23,Okanagan,3,British Columbia
2020-03-23,Thompson Cariboo Shuswap,0,British Columbia
2020-03-23,Northeast,0,British Columbia
2020-03-23,Northern Interior,1,British Columbia
2020-03-23,Northwest,0,British Columbia
2020-03-23,North Shore/Coast Garibaldi,6,British Columbia
2020-03-23,Richmond,5,British Columbia
2020-03-23,Vancouver,15,British Columbia
2020-03-23,Central Vancouver Island,0,British Columbia
2020-03-23,North Vancouver Island,0,British Columbia
2020-03-23,South Vancouver Island,1,British Columbia
2020-03-24,Fraser East,0,British Columbia
2020-03-24,Fraser North,4,British Columbia
2020-03-24,Fraser South,13,British Columbia
2020-03-24,East Kootenay,1,British Columbia
2020-03-24,Kootenay Boundary,2,British Columbia
2020-03-24,Okanagan,5,British Columbia
2020-03-24,Thompson Cariboo Shuswap,9,British Columbia
2020-03-24,Northeast,0,British Columbia
2020-03-24,Northern Interior,0,British Columbia
2020-03-24,Northwest,2,British Columbia
2020-03-24,North Shore/Coast Garibaldi,7,British Columbia
2020-03-24,Richmond,1,British Columbia
2020-03-24,Vancouver,15,British Columbia
2020-03-24,Central Vancouver Island,0,British Columbia
2020-03-24,North Vancouver Island,0,British Columbia
2020-03-24,South Vancouver Island,3,British Columbia
2020-03-25,Fraser East,1,British Columbia
2020-03-25,Fraser North,6,British Columbia
2020-03-25,Fraser South,16,British Columbia
2020-03-25,East Kootenay,0,British Columbia
2020-03-25,Kootenay Boundary,1,British Columbia
2020-03-25,Okanagan,3,British Columbia
2020-03-25,Thompson Cariboo Shuswap,3,British Columbia
2020-03-25,Northeast,0,British Columbia
2020-03-25,Northern Interior,0,British Columbia
2020-03-25,Northwest,1,British Columbia
2020-03-25,North Shore/Coast Garibaldi,7,British Columbia
2020-03-25,Richmond,7,British Columbia
2020-03-25,Vancouver,31,British Columbia
2020-03-25,Central Vancouver Island,0,British Columbia
2020-03-25,North Vancouver Island,3,British Columbia
2020-03-25,South Vancouver Island,2,British Columbia
2020-03-26,Fraser East,2,British Columbia
2020-03-26,Fraser North,11,British Columbia
2020-03-26,Fraser South,20,British Columbia
2020-03-26,East Kootenay,0,British Columbia
2020-03-26,Kootenay Boundary,1,British Columbia
2020-03-26,Okanagan,3,British Columbia
2020-03-26,Thompson Cariboo Shuswap,6,British Columbia
2020-03-26,Northeast,1,British Columbia
2020-03-26,Northern Interior,0,British Columbia
2020-03-26,Northwest,1,British Columbia
2020-03-26,North Shore/Coast Garibaldi,4,British Columbia
2020-03-26,Richmond,3,British Columbia
2020-03-26,Vancouver,11,British Columbia
2020-03-26,Central Vancouver Island,1,British Columbia
2020-03-26,North Vancouver Island,2,British Columbia
2020-03-26,South Vancouver Island,2,British Columbia
2020-03-27,Fraser East,4,British Columbia
2020-03-27,Fraser North,14,British Columbia
2020-03-27,Fraser South,9,British Columbia
2020-03-27,East Kootenay,0,British Columbia
2020-03-27,Kootenay Boundary,0,British Columbia
2020-03-27,Okanagan,1,British Columbia
2020-03-27,Thompson Cariboo Shuswap,2,British Columbia
2020-03-27,Northeast,0,British Columbia
2020-03-27,Northern Interior,0,British Columbia
2020-03-27,Northwest,0,British Columbia
2020-03-27,North Shore/Coast Garibaldi,7,British Columbia
2020-03-27,Richmond,3,British Columbia
2020-03-27,Vancouver,18,British Columbia
2020-03-27,Central Vancouver Island,0,British Columbia
2020-03-27,North Vancouver Island,2,British Columbia
2020-03-27,South Vancouver Island,1,British Columbia
2020-03-28,Fraser East,4,British Columbia
2020-03-28,Fraser North,10,British Columbia
2020-03-28,Fraser South,13,British Columbia
2020-03-28,East Kootenay,2,British Columbia
2020-03-28,Kootenay Boundary,0,British Columbia
2020-03-28,Okanagan,3,British Columbia
2020-03-28,Thompson Cariboo Shuswap,3,British Columbia
2020-03-28,Northeast,1,British Columbia
2020-03-28,Northern Interior,0,British Columbia
2020-03-28,Northwest,1,British Columbia
2020-03-28,North Shore/Coast Garibaldi,5,British Columbia
2020-03-28,Richmond,3,British Columbia
2020-03-28,Vancouver,15,British Columbia
2020-03-28,Central Vancouver Island,4,British Columbia
2020-03-28,North Vancouver Island,1,British Columbia
2020-03-28,South Vancouver Island,1,British Columbia
2020-03-29,Fraser East,0,British Columbia
2020-03-29,Fraser North,8,British Columbia
2020-03-29,Fraser South,10,British Columbia
2020-03-29,East Kootenay,1,British Columbia
2020-03-29,Kootenay Boundary,1,British Columbia
2020-03-29,Okanagan,1,British Columbia
2020-03-29,Thompson Cariboo Shuswap,3,British Columbia
2020-03-29,Northeast,0,British Columbia
2020-03-29,Northern Interior,0,British Columbia
2020-03-29,Northwest,0,British Columbia
2020-03-29,North Shore/Coast Garibaldi,2,British Columbia
2020-03-29,Richmond,6,British Columbia
2020-03-29,Vancouver,14,British Columbia
